"uid","namedLocation","domainID","siteID","plotID","pointID","startDate","endDate","sampleID","subsampleID","cameraOrientation","cameraPosition","biophysicalCriteria","imageType","imageFileName","imageFileUrl","remarks","publicationDate","release"
"656b0080-9b89-4cad-b673-23abea4feecc","DELA_053.basePlot.dhp","D08","DELA","DELA_053","E10",2023-06-06 10:25:00,2023-06-06 13:39:00,"DHP.2023.23.DELA053","DHP.2023.23.DELA053.E10.UNDERSTORY","downward","extendedMonopole","OK - no known exceptions","understory","D08_7589.NEF","https://storage.neonscience.org/neon-dhp-images/D08/2023/DELA23/DELA_053/understory/D08_7589.NEF",NA,"20241118T132242Z","RELEASE-2025"
"416c66fc-392b-4d73-a347-cf526f3f5cdc","DELA_053.basePlot.dhp","D08","DELA","DELA_053","W6",2023-06-06 10:25:00,2023-06-06 13:39:00,"DHP.2023.23.DELA053","DHP.2023.23.DELA053.W6.UNDERSTORY","downward","extendedMonopole","OK - no known exceptions","understory","D08_7598.NEF","https://storage.neonscience.org/neon-dhp-images/D08/2023/DELA23/DELA_053/understory/D08_7598.NEF",NA,"20241118T132242Z","RELEASE-2025"
"ae51111e-baac-4e63-83f5-3c47f00be343","DELA_053.basePlot.dhp","D08","DELA","DELA_053","S6",2023-06-06 10:25:00,2023-06-06 13:39:00,"DHP.2023.23.DELA053","DHP.2023.23.DELA053.S6.UNDERSTORY","downward","extendedMonopole","OK - no known exceptions","understory","D08_7592.NEF","https://storage.neonscience.org/neon-dhp-images/D08/2023/DELA23/DELA_053/understory/D08_7592.NEF",NA,"20241118T132242Z","RELEASE-2025"
"40a16829-ad5a-4b07-822f-b7af6d904c43","DELA_053.basePlot.dhp","D08","DELA","DELA_053","E2",2023-06-06 10:25:00,2023-06-06 13:39:00,"DHP.2023.23.DELA053","DHP.2023.23.DELA053.E2.UNDERSTORY","downward","extendedMonopole","OK - no known exceptions","understory","D08_7585.NEF","https://storage.neonscience.org/neon-dhp-images/D08/2023/DELA23/DELA_053/understory/D08_7585.NEF",NA,"20241118T132242Z","RELEASE-2025"
"c1ac3243-22c6-49d7-8371-d0aaf90f15e2","DELA_053.basePlot.dhp","D08","DELA","DELA_053","N2",2023-06-06 10:25:00,2023-06-06 13:39:00,"DHP.2023.23.DELA053","DHP.2023.23.DELA053.N2.UNDERSTORY","downward","extendedMonopole","OK - no known exceptions","understory","D08_7580.NEF","https://storage.neonscience.org/neon-dhp-images/D08/2023/DELA23/DELA_053/understory/D08_7580.NEF",NA,"20241118T132242Z","RELEASE-2025"
"5300150f-3ecc-413e-a7d7-f40b67919917","DELA_053.basePlot.dhp","D08","DELA","DELA_053","W2",2023-06-06 10:25:00,2023-06-06 13:39:00,"DHP.2023.23.DELA053","DHP.2023.23.DELA053.W2.UNDERSTORY","downward","extendedMonopole","OK - no known exceptions","understory","D08_7595.NEF","https://storage.neonscience.org/neon-dhp-images/D08/2023/DELA23/DELA_053/understory/D08_7595.NEF",NA,"20241118T132242Z","RELEASE-2025"
"b148ad83-b55e-435f-95c1-1b6103e30802","DELA_053.basePlot.dhp","D08","DELA","DELA_053","W10",2023-06-06 10:25:00,2023-06-06 13:39:00,"DHP.2023.23.DELA053","DHP.2023.23.DELA053.W10.UNDERSTORY","downward","extendedMonopole","OK - no known exceptions","understory","D08_7601.NEF","https://storage.neonscience.org/neon-dhp-images/D08/2023/DELA23/DELA_053/understory/D08_7601.NEF",NA,"20241118T132242Z","RELEASE-2025"
"5eae8cab-0774-4c73-8739-e8496aaf11ca","DELA_053.basePlot.dhp","D08","DELA","DELA_053","N6",2023-06-06 10:25:00,2023-06-06 13:39:00,"DHP.2023.23.DELA053","DHP.2023.23.DELA053.N6.UNDERSTORY","downward","extendedMonopole","OK - no known exceptions","understory","D08_7582.NEF","https://storage.neonscience.org/neon-dhp-images/D08/2023/DELA23/DELA_053/understory/D08_7582.NEF",NA,"20241118T132242Z","RELEASE-2025"
"2ea8aa83-bae9-4479-99d2-6fd78134d23b","DELA_053.basePlot.dhp","D08","DELA","DELA_053","N10",2023-06-06 10:25:00,2023-06-06 13:39:00,"DHP.2023.23.DELA053","DHP.2023.23.DELA053.N10.UNDERSTORY","downward","extendedMonopole","OK - no known exceptions","understory","D08_7602.NEF","https://storage.neonscience.org/neon-dhp-images/D08/2023/DELA23/DELA_053/understory/D08_7602.NEF",NA,"20241118T132242Z","RELEASE-2025"
"e097e159-090a-4d84-8e0c-b65559765543","DELA_053.basePlot.dhp","D08","DELA","DELA_053","E6",2023-06-06 10:25:00,2023-06-06 13:39:00,"DHP.2023.23.DELA053","DHP.2023.23.DELA053.E6.UNDERSTORY","downward","extendedMonopole","OK - no known exceptions","understory","D08_7587.NEF","https://storage.neonscience.org/neon-dhp-images/D08/2023/DELA23/DELA_053/understory/D08_7587.NEF",NA,"20241118T132242Z","RELEASE-2025"
"350d1cba-8dc5-466d-a0f4-bf8192436f78","DELA_053.basePlot.dhp","D08","DELA","DELA_053","S10",2023-06-06 10:25:00,2023-06-06 13:39:00,"DHP.2023.23.DELA053","DHP.2023.23.DELA053.S10.UNDERSTORY","downward","extendedMonopole","OK - no known exceptions","understory","D08_7593.NEF","https://storage.neonscience.org/neon-dhp-images/D08/2023/DELA23/DELA_053/understory/D08_7593.NEF",NA,"20241118T132242Z","RELEASE-2025"
"6df95b55-5360-4c1c-9a17-1e9a1af8d251","DELA_053.basePlot.dhp","D08","DELA","DELA_053","S2",2023-06-06 10:25:00,2023-06-06 13:39:00,"DHP.2023.23.DELA053","DHP.2023.23.DELA053.S2.UNDERSTORY","downward","extendedMonopole","OK - no known exceptions","understory","D08_7591.NEF","https://storage.neonscience.org/neon-dhp-images/D08/2023/DELA23/DELA_053/understory/D08_7591.NEF",NA,"20241118T132242Z","RELEASE-2025"
"a20aad1c-6761-4891-91e6-324de1a3c5f9","DELA_046.basePlot.dhp","D08","DELA","DELA_046","S10",2023-06-06 11:15:00,2023-06-06 13:40:00,"DHP.2023.23.DELA046","DHP.2023.23.DELA046.S10.UNDERSTORY","downward","shoulder","OK - no known exceptions","understory","D08_7615.NEF","https://storage.neonscience.org/neon-dhp-images/D08/2023/DELA23/DELA_046/understory/D08_7615.NEF",NA,"20241118T132242Z","RELEASE-2025"
"cff0f05b-165f-4536-b719-78241bae9808","DELA_046.basePlot.dhp","D08","DELA","DELA_046","N2",2023-06-06 11:15:00,2023-06-06 13:40:00,"DHP.2023.23.DELA046","DHP.2023.23.DELA046.N2.UNDERSTORY","downward","shoulder","OK - no known exceptions","understory","D08_7604.NEF","https://storage.neonscience.org/neon-dhp-images/D08/2023/DELA23/DELA_046/understory/D08_7604.NEF",NA,"20241118T132242Z","RELEASE-2025"
"4067385d-094f-457b-987d-163501892a84","DELA_046.basePlot.dhp","D08","DELA","DELA_046","W6",2023-06-06 11:15:00,2023-06-06 13:40:00,"DHP.2023.23.DELA046","DHP.2023.23.DELA046.W6.UNDERSTORY","downward","shoulder","OK - no known exceptions","understory","D08_7617.NEF","https://storage.neonscience.org/neon-dhp-images/D08/2023/DELA23/DELA_046/understory/D08_7617.NEF",NA,"20241118T132242Z","RELEASE-2025"
"6aa36ae9-5e13-408d-a23e-6b95e433038d","DELA_046.basePlot.dhp","D08","DELA","DELA_046","N10",2023-06-06 11:15:00,2023-06-06 13:40:00,"DHP.2023.23.DELA046","DHP.2023.23.DELA046.N10.UNDERSTORY","downward","shoulder","OK - no known exceptions","understory","D08_7608.NEF","https://storage.neonscience.org/neon-dhp-images/D08/2023/DELA23/DELA_046/understory/D08_7608.NEF",NA,"20241118T132242Z","RELEASE-2025"
"0c1c0452-227c-41d8-b89b-e41f34d40936","DELA_046.basePlot.dhp","D08","DELA","DELA_046","E2",2023-06-06 11:15:00,2023-06-06 13:40:00,"DHP.2023.23.DELA046","DHP.2023.23.DELA046.E2.UNDERSTORY","downward","shoulder","OK - no known exceptions","understory","D08_7609.NEF","https://storage.neonscience.org/neon-dhp-images/D08/2023/DELA23/DELA_046/understory/D08_7609.NEF",NA,"20241118T132242Z","RELEASE-2025"
"243daa22-99c8-49bd-bde9-4f99e87fd437","DELA_046.basePlot.dhp","D08","DELA","DELA_046","S6",2023-06-06 11:15:00,2023-06-06 13:40:00,"DHP.2023.23.DELA046","DHP.2023.23.DELA046.S6.UNDERSTORY","downward","shoulder","OK - no known exceptions","understory","D08_7614.NEF","https://storage.neonscience.org/neon-dhp-images/D08/2023/DELA23/DELA_046/understory/D08_7614.NEF",NA,"20241118T132242Z","RELEASE-2025"
"4b4d8013-786d-45f0-a0b0-8c82045a2a1e","DELA_046.basePlot.dhp","D08","DELA","DELA_046","W10",2023-06-06 11:15:00,2023-06-06 13:40:00,"DHP.2023.23.DELA046","DHP.2023.23.DELA046.W10.UNDERSTORY","downward","shoulder","OK - no known exceptions","understory","D08_7618.NEF","https://storage.neonscience.org/neon-dhp-images/D08/2023/DELA23/DELA_046/understory/D08_7618.NEF",NA,"20241118T132242Z","RELEASE-2025"
"0f9ecc2a-61d8-4815-aa1d-e40ecfac193d","DELA_046.basePlot.dhp","D08","DELA","DELA_046","E10",2023-06-06 11:15:00,2023-06-06 13:40:00,"DHP.2023.23.DELA046","DHP.2023.23.DELA046.E10.UNDERSTORY","downward","shoulder","OK - no known exceptions","understory","D08_7612.NEF","https://storage.neonscience.org/neon-dhp-images/D08/2023/DELA23/DELA_046/understory/D08_7612.NEF",NA,"20241118T132242Z","RELEASE-2025"
"e498ce25-8c51-4d7e-893a-206d7c91b2e3","DELA_046.basePlot.dhp","D08","DELA","DELA_046","E6",2023-06-06 11:15:00,2023-06-06 13:40:00,"DHP.2023.23.DELA046","DHP.2023.23.DELA046.E6.UNDERSTORY","downward","shoulder","OK - no known exceptions","understory","D08_7611.NEF","https://storage.neonscience.org/neon-dhp-images/D08/2023/DELA23/DELA_046/understory/D08_7611.NEF",NA,"20241118T132242Z","RELEASE-2025"
"26ba2f87-542d-40fc-954b-65a4eeedf2af","DELA_046.basePlot.dhp","D08","DELA","DELA_046","S2",2023-06-06 11:15:00,2023-06-06 13:40:00,"DHP.2023.23.DELA046","DHP.2023.23.DELA046.S2.UNDERSTORY","downward","shoulder","OK - no known exceptions","understory","D08_7613.NEF","https://storage.neonscience.org/neon-dhp-images/D08/2023/DELA23/DELA_046/understory/D08_7613.NEF",NA,"20241118T132242Z","RELEASE-2025"
"5e2701f0-87f1-4903-85a6-cb790f76814a","DELA_046.basePlot.dhp","D08","DELA","DELA_046","N6",2023-06-06 11:15:00,2023-06-06 13:40:00,"DHP.2023.23.DELA046","DHP.2023.23.DELA046.N6.UNDERSTORY","downward","shoulder","OK - no known exceptions","understory","D08_7605.NEF","https://storage.neonscience.org/neon-dhp-images/D08/2023/DELA23/DELA_046/understory/D08_7605.NEF",NA,"20241118T132242Z","RELEASE-2025"
"a3c4b2c0-5500-484d-a820-f4a6201c9b58","DELA_046.basePlot.dhp","D08","DELA","DELA_046","W2",2023-06-06 11:15:00,2023-06-06 13:40:00,"DHP.2023.23.DELA046","DHP.2023.23.DELA046.W2.UNDERSTORY","downward","shoulder","OK - no known exceptions","understory","D08_7616.NEF","https://storage.neonscience.org/neon-dhp-images/D08/2023/DELA23/DELA_046/understory/D08_7616.NEF",NA,"20241118T132242Z","RELEASE-2025"
"1a4e3c18-2d94-4dd9-9822-cce427dff02b","DELA_051.basePlot.dhp","D08","DELA","DELA_051","S2",2023-06-06 11:28:00,2023-06-06 13:39:00,"DHP.2023.23.DELA051","DHP.2023.23.DELA051.S2.UNDERSTORY","downward","shoulder","OK - no known exceptions","understory","D08_7628.NEF","https://storage.neonscience.org/neon-dhp-images/D08/2023/DELA23/DELA_051/understory/D08_7628.NEF",NA,"20241118T132242Z","RELEASE-2025"
"0fa4b47e-284f-455b-bc27-771270df75f6","DELA_051.basePlot.dhp","D08","DELA","DELA_051","N2",2023-06-06 11:28:00,2023-06-06 13:39:00,"DHP.2023.23.DELA051","DHP.2023.23.DELA051.N2.UNDERSTORY","downward","shoulder","OK - no known exceptions","understory","D08_7621.NEF","https://storage.neonscience.org/neon-dhp-images/D08/2023/DELA23/DELA_051/understory/D08_7621.NEF",NA,"20241118T132242Z","RELEASE-2025"
"e3b65f67-4db5-4e85-bf99-d7894a177b8f","DELA_051.basePlot.dhp","D08","DELA","DELA_051","S10",2023-06-06 11:28:00,2023-06-06 13:39:00,"DHP.2023.23.DELA051","DHP.2023.23.DELA051.S10.UNDERSTORY","downward","shoulder","OK - no known exceptions","understory","D08_7630.NEF","https://storage.neonscience.org/neon-dhp-images/D08/2023/DELA23/DELA_051/understory/D08_7630.NEF",NA,"20241118T132242Z","RELEASE-2025"
"4e4e563f-553d-4939-b6cc-ba8d48b19c4b","DELA_051.basePlot.dhp","D08","DELA","DELA_051","E6",2023-06-06 11:28:00,2023-06-06 13:39:00,"DHP.2023.23.DELA051","DHP.2023.23.DELA051.E6.UNDERSTORY","downward","shoulder","OK - no known exceptions","understory","D08_7626.NEF","https://storage.neonscience.org/neon-dhp-images/D08/2023/DELA23/DELA_051/understory/D08_7626.NEF",NA,"20241118T132242Z","RELEASE-2025"
"0baf0d97-4f35-422d-9cd8-c227eb5a3f7a","DELA_051.basePlot.dhp","D08","DELA","DELA_051","W10",2023-06-06 11:28:00,2023-06-06 13:39:00,"DHP.2023.23.DELA051","DHP.2023.23.DELA051.W10.UNDERSTORY","downward","shoulder","OK - no known exceptions","understory","D08_7634.NEF","https://storage.neonscience.org/neon-dhp-images/D08/2023/DELA23/DELA_051/understory/D08_7634.NEF",NA,"20241118T132242Z","RELEASE-2025"
"628c6dda-2b12-4fc6-9db4-90857cf05855","DELA_051.basePlot.dhp","D08","DELA","DELA_051","N6",2023-06-06 11:28:00,2023-06-06 13:39:00,"DHP.2023.23.DELA051","DHP.2023.23.DELA051.N6.UNDERSTORY","downward","shoulder","OK - no known exceptions","understory","D08_7622.NEF","https://storage.neonscience.org/neon-dhp-images/D08/2023/DELA23/DELA_051/understory/D08_7622.NEF",NA,"20241118T132242Z","RELEASE-2025"
"af413b63-21bd-4253-b015-bc7bab72b163","DELA_051.basePlot.dhp","D08","DELA","DELA_051","E2",2023-06-06 11:28:00,2023-06-06 13:39:00,"DHP.2023.23.DELA051","DHP.2023.23.DELA051.E2.UNDERSTORY","downward","shoulder","OK - no known exceptions","understory","D08_7625.NEF","https://storage.neonscience.org/neon-dhp-images/D08/2023/DELA23/DELA_051/understory/D08_7625.NEF",NA,"20241118T132242Z","RELEASE-2025"
"9401523d-909e-484e-a745-d034c746fade","DELA_051.basePlot.dhp","D08","DELA","DELA_051","W2",2023-06-06 11:28:00,2023-06-06 13:39:00,"DHP.2023.23.DELA051","DHP.2023.23.DELA051.W2.UNDERSTORY","downward","shoulder","OK - no known exceptions","understory","D08_7631.NEF","https://storage.neonscience.org/neon-dhp-images/D08/2023/DELA23/DELA_051/understory/D08_7631.NEF",NA,"20241118T132242Z","RELEASE-2025"
"d6b71ff1-f5c1-4dac-8abd-0c09eba08326","DELA_051.basePlot.dhp","D08","DELA","DELA_051","E10",2023-06-06 11:28:00,2023-06-06 13:39:00,"DHP.2023.23.DELA051","DHP.2023.23.DELA051.E10.UNDERSTORY","downward","shoulder","OK - no known exceptions","understory","D08_7627.NEF","https://storage.neonscience.org/neon-dhp-images/D08/2023/DELA23/DELA_051/understory/D08_7627.NEF",NA,"20241118T132242Z","RELEASE-2025"
"a836f36e-5c5f-4ba4-a1a1-577b30931238","DELA_051.basePlot.dhp","D08","DELA","DELA_051","S6",2023-06-06 11:28:00,2023-06-06 13:39:00,"DHP.2023.23.DELA051","DHP.2023.23.DELA051.S6.UNDERSTORY","downward","shoulder","OK - no known exceptions","understory","D08_7629.NEF","https://storage.neonscience.org/neon-dhp-images/D08/2023/DELA23/DELA_051/understory/D08_7629.NEF",NA,"20241118T132242Z","RELEASE-2025"
"82aa6855-e51e-4d99-81b5-89cbc7b26650","DELA_051.basePlot.dhp","D08","DELA","DELA_051","N10",2023-06-06 11:28:00,2023-06-06 13:39:00,"DHP.2023.23.DELA051","DHP.2023.23.DELA051.N10.UNDERSTORY","downward","shoulder","OK - no known exceptions","understory","D08_7623.NEF","https://storage.neonscience.org/neon-dhp-images/D08/2023/DELA23/DELA_051/understory/D08_7623.NEF",NA,"20241118T132242Z","RELEASE-2025"
"4d4e485f-19ea-4790-af50-9a10126c36f3","DELA_051.basePlot.dhp","D08","DELA","DELA_051","W6",2023-06-06 11:28:00,2023-06-06 13:39:00,"DHP.2023.23.DELA051","DHP.2023.23.DELA051.W6.UNDERSTORY","downward","shoulder","OK - no known exceptions","understory","D08_7632.NEF","https://storage.neonscience.org/neon-dhp-images/D08/2023/DELA23/DELA_051/understory/D08_7632.NEF",NA,"20241118T132242Z","RELEASE-2025"
